city,date,event,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Bantamweight,3,Rani Yahya,def.,/wiki/Rani_Yahya,,,Submission (arm-triangle choke),Ultimate Fighting Championship,04:19,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Middleweight,1,Alex Nicholson,def.,,Devin Clark,,KO (punch),Ultimate Fighting Championship,04:57,Denny Sanford Premier Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Women's Bantamweight,5,Valentina Shevchenko,def.,/wiki/Valentina_Shevchenko_(fighter),Holly Holm,/wiki/Holly_Holm,"Decision (unanimous) (49-46, 49-46, 49-46)",Ultimate Fighting Championship,05:00,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Lightweight,3,Edson Barboza,def.,/wiki/Edson_Barboza,Gilbert Melendez,/wiki/Gilbert_Melendez,"Decision (unanimous) (30-27, 30-27, 29-28)",Ultimate Fighting Championship,05:00,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Heavyweight,1,Francis Ngannou,def.,/wiki/Francis_Ngannou,,,TKO (punches),Ultimate Fighting Championship,01:34,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Women's Strawweight,1,Felice Herrig,def.,/wiki/Felice_Herrig,Kailin Curran,/wiki/Kailin_Curran,Submission (rear-naked choke),Ultimate Fighting Championship,01:59,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Bantamweight,3,Eddie Wineland,def.,/wiki/Eddie_Wineland,Frankie Saenz,/wiki/Frankie_Saenz,TKO (punches),Ultimate Fighting Championship,01:54,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Featherweight,3,Darren Elkins,def.,/wiki/Darren_Elkins,Godofredo Pepey,/wiki/Godofredo_Pepey,"Decision (unanimous) (29-27, 29-27, 30-26)",Ultimate Fighting Championship,05:00,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Welterweight,3,Kamaru Usman,def.,/wiki/Kamaru_Usman,Alexander Yakovlev,/wiki/Alexander_Yakovlev_(fighter),"Decision (unanimous) (30-25, 30-25, 30-25)",Ultimate Fighting Championship,05:00,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Lightweight,3,Michel Prazeres,def.,/wiki/Michel_Prazeres,,,"Decision (unanimous) (30-26, 30-27, 30-27)",Ultimate Fighting Championship,05:00,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Welterweight,3,Alex Oliveira,def.,/wiki/Alex_Oliveira_(fighter),James Moontasri,/wiki/James_Moontasri,"Decision (unanimous) (30-26, 30-26, 30-25)",Ultimate Fighting Championship,05:00,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Featherweight,3,Jason Knight,def.,/wiki/Jason_Knight_(fighter),Jim Alers,/wiki/Jim_Alers,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,United Center
"Chicago, Illinois","JulyåÊ23,åÊ2016",UFC on Fox: Holm vs. Shevchenko,Heavyweight,2,Luis Henrique,def.,/wiki/Luis_Henrique_(fighter),,,Submission (rear-naked choke),Ultimate Fighting Championship,03:58,United Center
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Welterweight,1,Tyron Woodley,def.,/wiki/Tyron_Woodley,Robbie Lawler,/wiki/Robbie_Lawler,KO (punches),Ultimate Fighting Championship,02:12,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Women's Strawweight,3,Karolina Kowalkiewicz,def.,/wiki/Karolina_Kowalkiewicz,Rose Namajunas,/wiki/Rose_Namajunas,"Decision (split) (28-29, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Welterweight,1,Jake Ellenberger,def.,/wiki/Jake_Ellenberger,Matt Brown,/wiki/Matt_Brown_(fighter),TKO (body kick and punches),Ultimate Fighting Championship,01:46,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Bantamweight,3,Ìärik PÌ©rez,def.,/wiki/%C3%89rik_P%C3%A9rez,Francisco Rivera,/wiki/Francisco_Rivera_(fighter),"Decision (unanimous) (30-26, 30-26, 29-28)",Ultimate Fighting Championship,05:00,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Flyweight,3,Ryan Benoit,def.,/wiki/Ryan_Benoit,Fredy Serrano,/wiki/Fredy_Serrano,"Decision (split) (28-29, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Light Heavyweight,2,Nikita Krylov,def.,/wiki/Nikita_Krylov,Ed Herman,/wiki/Ed_Herman_(fighter),KO (head kick),Ultimate Fighting Championship,00:40,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Welterweight,3,Jorge Masvidal,def.,/wiki/Jorge_Masvidal,Ross Pearson,/wiki/Ross_Pearson,"Decision (unanimous) (29-28, 29-28, 30-27)",Ultimate Fighting Championship,05:00,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Heavyweight,1,Anthony Hamilton,def.,/wiki/Anthony_Hamilton_(fighter),Damian Grabowski,/wiki/Damian_Grabowski,KO (punches),Ultimate Fighting Championship,00:14,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Flyweight,1,Wilson Reis,def.,/wiki/Wilson_Reis,,,Submission (rear-naked choke),Ultimate Fighting Championship,01:49,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Welterweight,3,Michael Graves,vs.,/wiki/Michael_Graves_(fighter),Bojan Veli€kovi€à,/wiki/Bojan_Veli%C4%8Dkovi%C4%87,"Draw (majority) (30-27, 28-28, 28-28)",Ultimate Fighting Championship,05:00,Philips Arena
"Atlanta, Georgia","JulyåÊ30,åÊ2016",UFC 201: Lawler vs. Woodley,Lightweight,1,Damien Brown,def.,/wiki/Damien_Brown_(fighter),,,KO (punches),Ultimate Fighting Championship,02:27,Philips Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Featherweight,5,Yair Rodriguez,def.,/wiki/Yair_Rodriguez,Alex Caceres,/wiki/Alex_Caceres,"Decision (split) (46-49, 48-47, 48-47)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Featherweight,3,Dennis Bermudez,def.,/wiki/Dennis_Bermudez,Rony Jason,/wiki/Rony_Jason,"Decision (unanimous) (30-27, 30-26, 30-27)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Middleweight,3,Thales Leites,def.,/wiki/Thales_Leites,Chris Camozzi,/wiki/Chris_Camozzi,Submission (rear-naked choke),Ultimate Fighting Championship,02:58,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Welterweight,3,Santiago Ponzinibbio,def.,/wiki/Santiago_Ponzinibbio,Zak Cummings,/wiki/Zak_Cummings,"Decision (unanimous) (29-28, 29-28, 30-27)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Middleweight,3,Trevor Smith,def.,/wiki/Trevor_Smith_(fighter),,,"Decision (unanimous) (30-26, 30-26, 30-26)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Women's Strawweight,3,Maryna Moroz,def.,/wiki/Maryna_Moroz,,,"Decision (split) (28-29, 29-28, 30-27)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Welterweight,3,Court McGee,def.,/wiki/Court_McGee,Dominique Steele,/wiki/Dominique_Steele,"Decision (unanimous) (30-27, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Heavyweight,2,Marcin Tybura,def.,/wiki/Marcin_Tybura,Viktor PeÁta,/wiki/Viktor_Pe%C5%A1ta,KO (head kick),Ultimate Fighting Championship,00:53,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Lightweight,2,David Teymur,def.,/wiki/David_Teymur,,,KO (punches),Ultimate Fighting Championship,01:25,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Featherweight,1,Teruto Ishihara,def.,/wiki/Teruto_Ishihara,,,KO (punches),Ultimate Fighting Championship,02:32,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Featherweight,3,Cub Swanson,def.,/wiki/Cub_Swanson,Tatsuya Kawajiri,/wiki/Tatsuya_Kawajiri,"Decision (unanimous) (30-27, 30-27, 29-28)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Salt Lake City, Utah","AuguståÊ6,åÊ2016",UFC Fight Night: RodrÌ_guez vs Caceres,Heavyweight,3,Justin Ledet,def.,,Chase Sherman,,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,Vivint Smart Home Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Welterweight,5,Conor McGregor,def.,/wiki/Conor_McGregor,Nate Diaz,/wiki/Nate_Diaz,"Decision (majority) (48-47, 47-47, 48-47)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Light Heavyweight,1,Anthony Johnson,def.,/wiki/Anthony_Johnson_(fighter),Glover Teixeira,/wiki/Glover_Teixeira,KO (punch),Ultimate Fighting Championship,00:13,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Welterweight,2,Donald Cerrone,def.,/wiki/Donald_Cerrone,Rick Story,/wiki/Rick_Story,TKO (head kick and punches),Ultimate Fighting Championship,02:02,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Welterweight,1,Mike Perry,def.,/wiki/Mike_Perry_(fighter),Hyun Gyu Lim,/wiki/Hyun_Gyu_Lim,TKO (punches),Ultimate Fighting Championship,03:38,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Welterweight,2,Tim Means,def.,/wiki/Tim_Means,Sabah Homasi,/wiki/Sabah_Homasi,TKO (punches),Ultimate Fighting Championship,02:56,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Bantamweight,1,Cody Garbrandt,def.,/wiki/Cody_Garbrandt,Takeya Mizugaki,/wiki/Takeya_Mizugaki,TKO (punches),Ultimate Fighting Championship,00:48,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Women's Bantamweight,3,Raquel Pennington,def.,/wiki/Raquel_Pennington,Elizabeth Phillips,/wiki/Elizabeth_Phillips,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Featherweight,3,Artem Lobov,def.,/wiki/Artem_Lobov,,,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Women's Strawweight,1,Cortney Casey,def.,/wiki/Cortney_Casey,Randa Markos,/wiki/Randa_Markos,Verbal Submission (armbar),Ultimate Fighting Championship,04:34,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Welterweight,1,Lorenz Larkin,def.,/wiki/Lorenz_Larkin,Neil Magny,/wiki/Neil_Magny,TKO (elbows),Ultimate Fighting Championship,04:08,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Welterweight,3,Colby Covington,def.,/wiki/Colby_Covington,,,TKO (punches),Ultimate Fighting Championship,02:18,T-Mobile Arena
"Las Vegas, Nevada","AuguståÊ20,åÊ2016",UFC 202: Diaz vs. McGregor 2,Middleweight,1,Marvin Vettori,def.,,Alberto Uda,,Submission (guillotine choke),Ultimate Fighting Championship,04:30,T-Mobile Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Welterweight,1,Demian Maia,def.,/wiki/Demian_Maia,Carlos Condit,/wiki/Carlos_Condit,Submission (rear-naked choke),Ultimate Fighting Championship,01:52,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Featherweight,3,Anthony Pettis,def.,/wiki/Anthony_Pettis,Charles Oliveira,/wiki/Charles_Oliveira,Submission (guillotine choke),Ultimate Fighting Championship,01:49,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Women's Strawweight,2,Paige VanZant,def.,/wiki/Paige_VanZant,Bec Rawlings,/wiki/Bec_Rawlings,KO (jumping switch kick and punches),Ultimate Fighting Championship,00:17,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Lightweight,3,Jim Miller,def.,/wiki/Jim_Miller_(fighter),Joe Lauzon,/wiki/Joe_Lauzon,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Middleweight,2,Sam Alvey,def.,/wiki/Sam_Alvey,Kevin Casey,/wiki/Kevin_Casey_(fighter),TKO (punches),Ultimate Fighting Championship,04:56,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Featherweight,3,Kyle Bochniak,def.,,Enrique Barzola,,"Decision (split) (29-28, 27-30, 29-28)",Ultimate Fighting Championship,05:00,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Middleweight,3,Alessio Di Chirico,def.,,,/wiki/Garreth_McLellan,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Lightweight,1,Felipe Silva,def.,,,/wiki/Shane_Campbell,TKO (punches),Ultimate Fighting Championship,01:13,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Catchweight (159 lbs),1,Chad Laprise,def.,/wiki/Chad_Laprise,,,TKO (punches),Ultimate Fighting Championship,01:36,Rogers Arena
"Vancouver, British Columbia","AuguståÊ27,åÊ2016",UFC on Fox: Maia vs Condit,Lightweight,3,Jeremy Kennedy,def.,,Alessandro Ricci,,"Decision (unanimous) (30-27, 30-27, 29-28)",Ultimate Fighting Championship,05:00,Rogers Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Heavyweight,3,Josh Barnett,def.,/wiki/Josh_Barnett,Andrei Arlovski,/wiki/Andrei_Arlovski,Submission (rear-naked choke),Ultimate Fighting Championship,02:53,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Light Heavyweight,3,Alexander Gustafsson,def.,/wiki/Alexander_Gustafsson,Jan Bâachowicz,/wiki/Jan_B%C5%82achowicz,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Light Heavyweight,2,Ryan Bader,def.,/wiki/Ryan_Bader,Ilir Latifi,/wiki/Ilir_Latifi,KO (knee),Ultimate Fighting Championship,02:06,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Lightweight,3,Nick Hein,def.,/wiki/Nick_Hein,Tae Hyun Bang,/wiki/Tae_Hyun_Bang,"Decision (unanimous) (29-28, 30-28, 30-27)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Welterweight,3,Jessin Ayari,def.,,,/wiki/Jim_Wallhead,"Decision (split) (28-29, 29-28, 30-27)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Welterweight,3,Peter Sobotta,def.,/wiki/Peter_Sobotta,Nicolas Dalby,/wiki/Nicolas_Dalby,"Decision (unanimous) (30-26, 30-26, 30-26)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Women's Bantamweight,3,Ashlee Evans-Smith,def.,/wiki/Ashlee_Evans-Smith,,,TKO (punches and elbows),Ultimate Fighting Championship,03:14,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Bantamweight,3,Taylor Lapilus,def.,/wiki/Taylor_Lapilus,Leandro Issa,/wiki/Leandro_Issa,"Decision (unanimous) (30-27, 30-27, 29-28)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Heavyweight,3,Jarjis Danho,vs.,,Christian Colombo,,"Draw (majority) (29-27, 28-28, 28-28)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Middleweight,3,Jack Hermansson,def.,/wiki/Jack_Hermansson,Scott Askham,/wiki/Scott_Askham,"Decision (unanimous) (30-27, 30-27, 29-28)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Hamburg, Germany","SeptemberåÊ3,åÊ2016",UFC Fight Night: Arlovski vs. Barnett,Lightweight,3,Rustam Khabilov,def.,/wiki/Rustam_Khabilov,Leandro Silva,/wiki/Leandro_Silva_(MMA),"Decision (unanimous) (29-28, 29-28, 30-27)",Ultimate Fighting Championship,05:00,Barclaycard Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Heavyweight,1,Stipe Miocic,def.,/wiki/Stipe_Miocic,Alistair Overeem,/wiki/Alistair_Overeem,KO (punches),Ultimate Fighting Championship,04:27,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Heavyweight,3,FabrÌ_cio Werdum,def.,/wiki/Fabr%C3%ADcio_Werdum,Travis Browne,/wiki/Travis_Browne,"Decision (unanimous) (29-28, 29-27, 30-27)",Ultimate Fighting Championship,05:00,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Welterweight,1,Mickey Gall,def.,/wiki/Mickey_Gall,CM Punk,/wiki/CM_Punk,Submission (rear-naked choke),Ultimate Fighting Championship,02:14,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Bantamweight,3,Jimmie Rivera,def.,/wiki/Jimmie_Rivera,Urijah Faber,/wiki/Urijah_Faber,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Women's Strawweight,1,JÌ©ssica Andrade,def.,/wiki/J%C3%A9ssica_Andrade,Joanne Calderwood,/wiki/Joanne_Calderwood,Submission (guillotine choke),Ultimate Fighting Championship,04:38,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Women's Bantamweight,3,Bethe Correia,def.,/wiki/Bethe_Correia,Jessica Eye,/wiki/Jessica_Eye,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Middleweight,3,Brad Tavares,def.,/wiki/Brad_Tavares,Caio MagalhÌ£es,/wiki/Caio_Magalh%C3%A3es,"Decision (split) (28-29, 30-27, 29-28)",Ultimate Fighting Championship,05:00,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Catchweight (158 lbs),2,Nik Lentz,def.,/wiki/Nik_Lentz,,,TKO (punches),Ultimate Fighting Championship,04:17,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Lightweight,1,Drew Dober,def.,/wiki/Drew_Dober,,,KO (punches),Ultimate Fighting Championship,01:45,Quicken Loans Arena
"Cleveland, Ohio","September 10, 2016",UFC 203: Miocic vs. Overeem,Welterweight,2,Yancy Medeiros,def.,/wiki/Yancy_Medeiros,Sean Spencer,/wiki/Sean_Spencer_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,00:49,Quicken Loans Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Lightweight,1,Michael Johnson,def.,/wiki/Michael_Johnson_(fighter),Dustin Poirier,/wiki/Dustin_Poirier,KO (punches),Ultimate Fighting Championship,01:35,State Farm Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Middleweight,1,Derek Brunson,def.,/wiki/Derek_Brunson,Uriah Hall,/wiki/Uriah_Hall,TKO (punch),Ultimate Fighting Championship,01:41,State Farm Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Lightweight,3,Evan Dunham,def.,/wiki/Evan_Dunham,,,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,State Farm Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Welterweight,3,Roan Carneiro,def.,/wiki/Roan_Carneiro,Kenny Robertson,/wiki/Kenny_Robertson,"Decision (split) (28-29, 30-27, 29-28)",Ultimate Fighting Championship,05:00,State Farm Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Lightweight,3,Islam Makhachev,def.,/wiki/Islam_Makhachev,Chris Wade,/wiki/Chris_Wade_(fighter),"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,State Farm Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Featherweight,1,Chas Skelly,def.,/wiki/Chas_Skelly,Maximo Blanco,/wiki/Maximo_Blanco,Technical Submission (anaconda choke),Ultimate Fighting Championship,00:19,State Farm Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Featherweight,2,Gabriel BenÌ_tez,def.,,,/wiki/Sam_Sicilia,Technical Submission (standing guillotine choke),Ultimate Fighting Championship,01:20,State Farm Arena
"Hidalgo, Texas","SeptemberåÊ17,åÊ2016",UFC Fight Night: Poirier vs. Johnson,Welterweight,3,Belal Muhammad,def.,/wiki/Belal_Muhammad_(fighter),Augusto MontaÌ±o,/wiki/Augusto_Monta%C3%B1o,TKO (punches),Ultimate Fighting Championship,04:19,State Farm Arena
